Timestamp,Emocion,Confianza
2025-05-30 18:58:30,No Face,0
2025-05-30 18:58:31,No Face,0
2025-05-30 18:58:33,No Face,0
2025-05-30 18:58:34,No Face,0
2025-05-30 18:58:35,No Face,0
2025-05-30 18:58:36,No Face,0
2025-05-30 18:58:37,No Face,0
